aX,aY,aZ,gX,gY,gZ,mX,mY,mZ,Label,
0.01,-0.04,1.01,0.61,0.06,11.29,-17,12,30,1,
0.01,-0.04,1.01,2.01,0.73,15.87,-19,15,26,1,
0.01,-0.04,1.01,0.49,-0.06,12.21,-17,15,34,1,
0.01,-0.04,1.01,1.28,1.04,11.17,-19,16,33,1,
0.02,-0.04,1.01,0.98,0.43,12.7,-19,19,36,1,
0.02,-0.04,1.01,0.12,-0.06,8.54,-19,19,30,1,
0.02,-0.04,1.01,0.24,0.18,8.36,-19,18,30,1,
0.02,-0.04,1.01,0.43,0.06,10.99,-18,17,32,1,
0.02,-0.04,1.01,0.92,0.12,12.88,-18,17,27,1,
0.02,-0.05,1.01,0.18,-0.18,12.63,-18,19,32,1,
0.02,-0.05,1.01,0,-0.12,11.29,-18,20,33,1,
0.02,-0.05,1.01,0.43,0.06,10.44,-19,22,32,1,
0.02,-0.05,1.01,0.06,-0.12,11.72,-18,21,34,1,
0.02,-0.05,1.01,0.49,0.24,6.77,-21,23,31,1,
0.02,-0.05,1.01,0.24,0.12,9.52,-19,21,36,1,
0.02,-0.05,1.01,0,0.06,6.9,-21,23,29,1,
0.02,-0.05,1.01,0.12,0-Jan,5.68,-19,24,33,1,
0.03,-0.05,1.01,0.06,0,13.31,-22,25,30,1,
0.02,-0.05,1.01,0.61,0.06,15.69,-19,22,31,1,
0.02,-0.04,1.01,0.31,0,15.14,-22,25,33,1,
0.02,-0.04,1.01,0.43,-0.12,12.7,-19,26,29,1,
0.02,-0.04,1.01,-0.31,-0.06,12.94,-22,26,36,1,
0.03,-0.05,1.01,0,-0.12,9.34,-22,29,29,1,
0.03,-0.04,1.01,0,0.12,9.16,-22,27,32,1,
0.03,-0.05,1.01,0.31,0.37,7.93,-22,28,27,1,
0.03,-0.05,1.01,0,-0.37,15.38,-23,31,31,1,
0.03,-0.05,1.01,-0.37,-0.06,9.4,-25,31,33,1,
0.03,-0.05,1.01,0.31,-0.06,10.8,-22,30,35,1,
0.03,-0.04,1.01,0.18,0,9.16,-23,32,36,1,
0.03,-0.04,1.01,0.06,0.12,8.67,-26,33,27,1,
0.03,-0.04,1.01,-0.12,-0.24,12.45,-26,30,30,1,
0.03,-0.04,1.01,0.61,0,15.26,-26,31,34,1,
0.03,-0.05,1.01,0.12,-0.12,7.08,-25,32,31,1,
0.03,-0.04,1.01,0,0.06,8.61,-27,33,30,1,
0.03,-0.04,1.01,-0.06,0,10.07,-27,34,31,1,
0.03,-0.04,1.01,-0.12,0.06,8.42,-26,32,34,1,
0.03,-0.04,1.01,0.06,0.12,6.96,-28,32,29,1,
0.03,-0.04,1.01,-0.37,0,4.52,-29,35,30,1,
0.03,-0.04,1.01,0.24,0.06,3.66,-26,34,32,1,
0.03,-0.04,1.01,0.12,0,3.54,-26,34,30,1,
0.03,-0.04,1.01,0,0.06,4.46,-29,34,36,1,
0.03,-0.04,1.01,0.12,0.24,4.58,-26,32,31,1,
0.03,-0.04,1.01,-0.12,0.06,10.38,-29,36,36,1,
0.03,-0.04,1.01,0.12,0.24,5.25,-29,34,32,1,
0.03,-0.04,1.01,0.12,0.18,3.42,-28,34,31,1,
0.03,-0.04,1.01,-0.18,0.18,4.15,-29,36,29,1,
0.03,-0.04,1.01,0.06,-0.06,6.41,-29,35,30,1,
0.03,-0.03,1.01,0.12,0.06,7.14,-31,36,31,1,
0.03,-0.03,1.01,0.06,0.18,6.59,-29,34,35,1,
0.03,-0.04,1.01,0.37,-0.12,9.22,-31,34,38,1,
0.03,-0.04,1.01,0.12,-0.06,8.54,-32,36,30,1,
0.03,-0.04,1.01,0.61,0,14.77,-31,36,31,1,
0.03,-0.03,1.01,0.61,-0.06,12.63,-32,34,30,1,
0.03,-0.04,1.01,0,0.06,4.27,-35,37,28,1,
0.03,-0.03,1.01,0.18,0.12,5.98,-34,38,31,1,
0.03,-0.04,1.01,0.37,0,2.99,-36,36,34,1,
0.03,-0.04,1.01,0.31,-0.18,6.96,-31,35,33,1,
0.03,-0.04,1.01,0.55,0.06,9.4,-34,35,30,1,
0.04,-0.04,1.01,0.31,0.24,6.47,-34,35,34,1,
0.03,-0.04,1.01,0.24,0.06,3.36,-34,39,30,1,
0.04,-0.04,1.01,-0.06,-0.12,3.23,-37,34,33,1,
0.04,-0.04,1.01,0.18,0,6.04,-36,36,31,1,
0.03,-0.04,1.01,0.06,0,5.74,-35,38,27,1,
0.04,-0.04,1.01,0.18,0.06,4.03,-37,37,33,1,
0.04,-0.04,1.01,-0.18,-0.06,2.99,-36,37,33,1,
0.03,-0.04,1.01,-0.55,-0.12,0.43,-36,36,36,1,
0.04,-0.04,1.01,0.06,0,1.89,-38,37,32,1,
0.04,-0.05,1.01,0.31,0,7.14,-36,35,39,1,
0.03,-0.04,1.01,0,0.18,0.55,-36,38,32,1,
0.04,-0.04,1.01,-0.12,-0.31,2.38,-35,38,36,1,
0.04,-0.04,1.01,-0.18,-0.06,0.24,-36,36,30,1,
0.03,-0.03,1.01,1.1,0,-0.31,-37,37,33,1,
0.04,-0.04,1.01,-3.23,-0.85,0.06,-37,38,30,1,
0.04,-0.04,1.01,0.79,0.67,-0.37,-36,37,36,1,
0.04,-0.04,1,-15.01,-7.39,-0.67,-38,37,27,1,
0.02,-0.01,1.01,-2.38,-0.67,-0.31,-34,38,34,1,
0.02,-0.01,1.01,-0.24,-0.61,-0.24,-36,39,32,1,
0.02,-0.02,1.01,0.18,0.06,-0.43,-34,35,34,1,
0.02,-0.02,1.01,-0.06,0,0,-37,39,33,1,
0.02,-0.02,1.01,0.24,0.31,-0.31,-34,37,33,1,
0.01,-0.02,1.01,0.55,-0.12,1.22,-38,40,32,1,
0.02,-0.02,1.01,0.24,0.24,-0.18,-35,38,31,1,
0.02,-0.02,1.01,-0.37,0,-0.31,-35,39,35,1,
0.02,-0.02,1.01,0.98,0.67,0,-36,38,34,1,
0.01,-0.02,1.01,-0.12,0.06,0.06,-35,38,28,1,
0.01,-0.02,1.01,0.12,-0.06,-1.59,-34,39,35,1,
0.02,0.01,1.01,0,-0.43,18.37,-36,37,31,1,
0.01,-0.02,1.01,-0.06,0.31,0,-38,35,36,1,
0.01,-0.02,1.01,-0.43,0.12,0.24,-37,38,34,1,
0.02,-0.02,1.01,-0.24,0.06,0.18,-36,39,33,1,
0.02,-0.01,1.01,0.37,0.12,5,-36,36,35,1,
0.01,-0.02,1.01,0.37,0.31,-0.18,-38,41,38,1,
0.02,-0.03,1.01,3.36,1.89,-0.61,-38,40,33,1,
0.02,-0.03,1.02,0.61,-0.37,0.31,-38,38,33,1,
0.02,-0.03,1.01,-4.64,-2.93,0,-38,38,34,1,
0.02,-0.02,1.01,-1.28,-0.49,-0.37,-37,40,36,1,
0.02,-0.02,1.01,-0.79,-0.37,-0.67,-37,38,34,1,
0.01,-0.02,1.01,0.06,-0.06,-0.18,-36,40,31,1,
0.02,-0.02,1.01,-0.18,0.06,1.53,-39,37,31,1,
0.01,-0.02,1.01,-0.24,-0.06,-0.43,-36,37,33,1,
0.02,-0.02,1.01,-0.31,-0.18,-0.61,-38,38,32,1,
0.01,-0.02,1.01,0.24,0.24,-0.06,-38,39,28,1,
0.02,-0.02,1.01,-0.12,0,-0.37,-38,38,31,1,
0.01,-0.02,1.01,0.67,0.24,-0.85,-37,40,31,1,
0.01,-0.02,1.01,0.31,0.06,-0.06,-37,38,31,1,
0.02,-0.02,1.01,0.37,0.31,0.85,-36,36,32,1,
0.01,-0.02,1.02,-0.61,0.67,1.16,-38,37,32,1,
0.01,-0.02,1.02,-0.92,-1.65,0.18,-38,35,33,1,
0.02,-0.02,1.01,0.55,0.61,-0.85,-37,38,33,1,
0.02,-0.02,1.01,4.7,1.04,-0.49,-36,38,31,1,
0.02,-0.03,1.01,-1.95,0.06,0.24,-39,39,30,1,
0.02,-0.03,1.01,2.38,1.22,0.06,-37,38,36,1,
0.03,-0.04,1.01,7.26,2.93,-1.46,-38,38,33,1,
0.03,-0.06,1.01,5.43,1.04,-1.77,-39,36,34,1,
0.02,-0.03,1.03,-18.62,-8.67,-3.78,-38,35,32,1,
0.02,-0.02,1.02,-0.37,0.55,-0.12,-37,37,30,1,
0.02,0,1.01,-3.48,-0.43,-0.18,-35,37,33,1,
0.02,-0.02,1.02,4.46,-0.73,-0.06,-35,37,29,1,
0.02,-0.02,1.02,6.53,1.65,-0.61,-37,37,33,1,
0.02,-0.03,1.01,-0.24,0.31,-0.37,-37,39,34,1,
0.01,-0.03,1.02,3.05,1.4,-1.77,-38,37,33,1,
0.03,-0.02,1.01,-3.54,-0.73,-0.24,-36,37,28,1,
0.02,-0.02,1.01,-0.24,0.18,-0.61,-36,39,34,1,
0.05,-0.05,1.01,0.92,-0.73,-8.91,-34,39,34,1,
0.01,-0.02,1.02,1.77,0.85,2.62,-35,36,31,1,
0.03,-0.04,1.01,4.46,0.61,-0.12,-36,39,34,1,
0.03,-0.04,1.01,-5.19,-1.59,1.28,-37,39,30,1,
0.02,-0.01,1.01,-16.3,-4.76,0.79,-37,37,31,1,
0.01,0.01,1.01,-2.2,-1.59,3.3,-36,39,29,1,
0,0,1.02,13.67,3.54,-0.06,-34,38,34,1,
0.02,-0.03,1.02,8.61,3.42,0.12,-39,36,32,1,
0.03,-0.05,1.01,-4.03,-1.04,0.55,-36,36,35,1,
0.01,-0.02,1.01,-17.82,-5.92,0.61,-37,38,33,1,
0.01,-0.01,1.02,-2.14,-0.43,-0.85,-38,36,33,1,
0.01,0,1,-7.08,-4.46,1.28,-37,39,34,1,
0.01,0,1.01,2.01,-0.67,-0.43,-37,38,32,1,
0.01,-0.01,1.01,0,1.22,0.43,-37,38,34,1,
0.02,-0.02,1.02,7.81,5.07,-1.04,-37,39,34,1,
0.02,-0.01,1,-7.08,-2.69,0.06,-38,34,31,1,
0.01,-0.01,1.01,-2.62,-2.69,-0.37,-38,39,35,1,
0.02,-0.02,1,9.58,4.27,0.73,-38,39,30,1,
0.02,-0.04,1.01,-2.62,-0.49,-0.06,-37,37,34,1,
0.02,-0.01,1.02,-9.52,-1.95,0.49,-39,36,32,1,
0.02,-0.01,1.01,17.03,6.47,-1.28,-39,38,31,1,
0.02,-0.04,1.01,4.46,0.55,0.61,-36,38,30,1,
0.02,-0.04,1.01,-12.39,-4.58,-0.98,-41,36,33,1,
0.01,-0.02,1.01,-4.15,-0.49,0.18,-38,38,34,1,
0.01,0,1.01,-9.28,-2.56,0.31,-38,40,35,1,
0,0.01,1.04,-5.37,1.95,-3.36,-35,38,35,1,
0.03,0,1.01,24.6,3.05,-3.85,-35,37,30,1,
0.02,-0.04,1.02,13.37,4.58,-0.12,-35,36,32,1,
0.02,-0.03,1.02,-12.33,-2.69,1.46,-36,40,29,1,
0,0.02,1.01,-11.66,-3.72,0.55,-35,39,32,1,
0.01,-0.01,1.01,23.19,7.75,1.95,-37,39,30,1,
0.03,-0.04,1.02,6.84,3.36,3.54,-37,36,30,1,
0.02,-0.05,1.01,-6.71,-1.04,1.95,-39,37,32,1,
0.02,-0.01,1.02,-15.62,-3.97,-1.4,-38,39,30,1,
0.01,0,1.01,9.52,1.89,-3.91,-36,37,33,1,
0.02,-0.04,1.02,22.95,4.52,-4.09,-38,38,32,1,
0.03,-0.07,1.01,6.53,3.6,0.98,-38,39,33,1,
0.03,-0.07,1.01,-5.62,-0.67,1.22,-39,38,31,1,
0.04,-0.05,1,-8.36,0.85,-0.31,-39,36,29,1,
0.03,-0.02,1.01,-20.14,-4.33,-0.73,-38,39,36,1,
-0.01,0,3       1.0,5       13.85,-5.8,0.55,-37,38,33,1,
0.01,-0.01,1.02,-4.58,1.28,-0.37,-39,37,29,1,
0.01,0,1,-3.48,0.18,-0.43,-36,40,36,1,
-0.01,0.01,0.99,20.2,-3.05,1.1,-35,38,29,1,
0.02,-0.03,1.01,8.36,2.75,0.79,-40,39,32,1,
0.02,0,1.02,4.7,3.91,-3.17,-36,40,31,1,
0.03,-0.05,1.02,12.51,4.46,-0.37,-37,37,36,1,
0.04,-0.06,1.01,0.24,0.43,3.97,-40,36,30,1,
0.03,-0.05,1,-11.41,-3.97,9.28,-38,38,35,1,
0.03,-0.04,1.01,-12.82,-3.11,0.37,-42,37,34,1,
0.02,-0.01,1.01,-8.73,-3.91,-1.04,-37,36,31,1,
0.02,-0.02,1.02,9.03,2.08,-0.92,-37,40,31,1,
0.02,-0.03,1.01,8.85,2.01,0.06,-38,39,34,1,
0.03,-0.05,1.01,0.31,0.92,-1.53,-39,35,34,1,
0.02,-0.02,1,-17.33,-5.13,-1.59,-36,36,33,1,
0.03,-0.02,1.02,7.2,-1.34,0.61,-37,38,27,1,
0.02,-0.02,1.01,-0.92,-1.22,-0.18,-37,39,34,1,
0.02,-0.02,1.01,0.06,-0.43,0.55,-36,39,32,1,
0.01,-0.01,1.01,5.92,2.75,-0.49,-38,38,30,1,
0.01,-0.02,1.01,-5.07,-1.65,0.31,-38,39,32,1,
0.01,-0.02,1.01,2.5,0.12,0.24,-36,38,32,1,
0.01,-0.02,1.01,2.5,1.46,-0.49,-38,36,33,1,
0.02,-0.03,1.01,-6.9,0,0.37,-36,37,35,1,
0.01,-0.02,1.02,6.29,0.61,1.34,-38,40,33,1,
0.02,-0.02,1.01,2.14,1.16,-0.49,-36,39,38,1,
0.02,-0.04,1.01,-6.16,-2.5,0.43,-39,38,33,1,
0.01,-0.01,1.01,1.95,0.31,0.31,-39,40,30,1,
0.01,-0.02,1.01,0.37,0.43,0.12,-39,41,31,1,
0.02,-0.03,1.01,2.99,1.4,-0.85,-38,38,29,1,
0.02,-0.04,1.01,8.18,1.71,-0.37,-38,36,30,1,
0.02,-0.05,1.01,3.48,1.77,0.12,-38,38,32,1,
0.03,-0.05,1.01,-17.46,-3.72,-0.31,-40,38,32,1,
0.02,-0.03,1.02,-1.83,-1.34,-3.6,-38,38,29,1,
0.01,-0.02,1.01,-1.59,-0.24,-0.61,-37,39,34,1,
0.02,-0.02,1.01,9.7,6.04,-0.24,-36,38,31,1,
0.02,-0.04,1.01,7.39,3.11,1.28,-37,38,36,1,
0.02,-0.05,1.02,7.69,2.75,8,-36,37,32,1,
0.04,-0.07,1.01,8.36,3.42,-0.98,-39,36,31,1,
0.04,-0.09,1.01,5.13,2.32,-0.79,-41,36,34,1,
0.04,-0.09,1.01,0.55,0.06,0.24,-39,38,32,1,
0.04,-0.09,1.01,2.87,0.37,0.43,-40,34,26,1,
0.04,-0.1,1,-0.06,-0.37,0.61,-41,38,32,1,
0.05,-0.11,1,1.59,0.06,0.43,-42,39,36,1,
0.05,-0.11,1.01,0.06,0.37,-0.24,-42,37,35,1,
0.05,-0.11,1.01,-2.44,-0.18,-0.37,-42,37,33,1,
0.05,-0.11,1.01,0.92,0.43,-0.12,-43,37,31,1,
0.04,-0.12,1.01,-0.67,-0.55,1.53,-40,38,31,1,
0.05,-0.1,1.01,-0.79,0.73,-0.73,-40,40,36,1,
0.04,-0.1,1.01,0.73,0.67,-0.61,-43,38,36,1,
0.04,-0.1,1.01,0,0.06,-0.24,-39,38,35,1,
0.04,-0.1,1.01,-0.98,-0.18,-0.55,-41,34,32,1,
0.04,-0.09,1.01,-2.14,-0.67,-0.12,-39,39,34,1,
0.04,-0.09,1,-2.99,-0.92,-0.37,-41,37,32,1,
0.04,-0.09,1.01,-3.6,-0.85,-0.55,-39,37,31,1,
0.04,-0.08,1.01,-0.12,0.06,-0.61,-40,38,26,1,
0.04,-0.07,1.01,-2.2,-0.55,-1.04,-39,38,31,1,
0.03,-0.06,1.01,-4.88,-2.2,-2.5,-38,38,35,1,
0.03,-0.05,1.01,-1.77,-0.79,0.73,-42,38,31,1,
0.02,-0.04,1.01,-0.24,-0.31,0.18,-40,39,31,1,
0.02,-0.03,1.01,-6.1,-2.75,-0.61,-38,35,32,1,
0.01,-0.02,1.01,0.06,0.24,-0.06,-41,40,36,1,
0.01,-0.02,1.01,-2.2,-0.24,-0.37,-38,38,29,1,
0.01,-0.02,1.01,0.49,0,-0.31,-37,39,38,1,
0.01,-0.02,1.01,-0.24,-0.24,-0.61,-36,38,33,1,
0.01,-0.02,1.01,0.61,-0.12,-1.59,-36,36,31,1,
0.01,-0.02,1.01,0,0.12,-0.31,-38,38,30,1,
0.01,-0.02,1.01,-0.24,-0.06,-0.12,-39,38,33,1,
0.01,-0.01,1.01,-2.69,-0.43,1.1,-37,38,30,1,
0.01,-0.01,1.01,-1.46,-0.55,1.1,-39,38,35,1,
0,-0.01,1.01,-1.65,-0.92,-0.55,-38,38,33,1,
0,0,1.01,-4.15,-4.94,-1.89,-39,38,28,1,
-0.01,0.01,1.01,0.43,-3.91,-2.44,-36,40,31,1,
-0.01,0.01,1.01,2.56,-1.22,-0.18,-38,39,31,1,
-0.02,0,1.03,-5.07,-8,-0.31,-38,40,30,1,
-0.04,0.01,1.01,-0.24,-6.84,0.12,-36,39,32,1,
-0.05,0.02,1,-5.25,-8.12,0.37,-36,44,31,1,
-0.06,0.02,1,-1.22,-4.21,0.18,-39,41,31,1,
-0.06,0.02,1.01,-1.4,-2.14,-0.37,-37,40,31,1,
-0.06,0.02,1.02,-1.04,-1.1,0.24,-36,42,34,1,
-0.07,0.02,1,-0.67,-1.77,-0.06,-35,42,31,1,
-0.07,0.02,1,-1.65,-2.93,0.18,-36,43,33,1,
-0.08,0.03,1,0.43,-1.4,-0.61,-36,42,28,1,
-0.08,0.02,1.01,-0.24,-1.71,0,-37,42,30,1,
-0.08,0.02,1,-0.06,-2.2,-0.24,-35,43,34,1,
-0.08,0.02,1.01,0.12,0.85,0.43,-38,40,32,1,
-0.08,0.02,1.01,-0.92,-1.04,-0.43,-37,39,30,1,
-0.08,0.02,1.01,-0.18,0.85,1.28,-37,40,31,1,
-0.08,0.03,1.01,-0.31,-1.71,0.79,-35,39,31,1,
-0.09,0.03,1.01,-0.79,-1.04,-0.92,-36,43,34,1,
-0.09,0.03,1.01,0.92,1.04,0.31,-36,42,30,1,
-0.09,0.03,1.01,-0.98,-1.46,0.49,-37,43,32,1,
-0.09,0.03,1,-0.37,-1.28,0.43,-38,41,31,1,
-0.09,0.03,1.01,0.92,2.44,-0.31,-38,44,33,1,
-0.09,0.03,1.01,0.85,0.98,0.31,-38,43,27,1,
-0.09,0.03,1,-0.61,-1.4,-0.24,-37,41,33,1,
-0.09,0.03,1,0.43,-0.24,0.31,-36,44,30,1,
-0.09,0.03,1.01,-0.12,1.28,-0.18,-38,43,31,1,
-0.09,0.03,1.01,-0.18,-1.46,0.79,-37,43,29,1,
-0.09,0.02,1,-0.55,-0.98,-0.98,-38,46,28,1,
-0.09,0.03,1.01,1.04,1.34,-0.18,-38,42,29,1,
-0.09,0.02,1,2.08,0.18,0.31,-38,42,29,1,
-0.07,0.01,1.02,10.56,15.38,-2.26,-38,41,31,1,
-0.05,0.01,1.01,4.39,8.24,-1.59,-36,41,30,1,
-0.05,0.01,1.01,0.24,0.79,0.61,-35,40,28,1,
-0.04,0.01,1,0.67,6.65,0.24,-37,39,30,1,
-0.04,0.01,1,2.38,3.54,1.16,-37,39,29,1,
-0.03,0,0       1.0,0       1.65,1.28,-0.18,-37,41,23,1,
-0.01,0,1       1.0,2       7.87,8.18,0.43,-38,40,27,1,
0.01,-0.03,1.01,1.04,3.05,-1.71,-36,41,34,1,
0.01,-0.03,1.01,-0.24,0.73,-2.2,-37,36,32,1,
0.01,-0.03,1.01,2.38,3.3,0.24,-38,37,31,1,
0.02,-0.03,1.02,0.85,4.21,0.43,-39,38,36,1,
0.02,-0.04,1.03,3.78,6.65,0.37,-39,38,31,1,
0.04,-0.05,1.01,2.26,1.28,-1.28,-38,38,37,1,
0.04,-0.05,1.01,-0.06,2.38,2.14,-40,36,36,1,
0.05,-0.05,1.01,-0.92,5.49,1.04,-39,38,34,1,
0.05,-0.05,1.02,-2.81,4.58,2.69,-41,36,30,1,
0.06,-0.05,1.01,0.98,1.28,0.49,-41,37,35,1,
0.07,-0.04,1,0.49,3.6,-0.37,-40,35,40,1,
0.09,-0.04,1.01,-2.44,4.94,0.06,-39,37,33,1,
0.09,-0.04,1.01,1.04,3.23,-0.43,-39,36,29,1,
0.09,-0.04,1.01,0.85,3.72,-0.85,-40,37,34,1,
0.09,-0.04,1.01,4.33,0.73,0,-39,36,33,1,
0.1,-0.05,1.01,2.38,0.98,-0.49,-40,37,34,1,
0.11,-0.05,1,-1.89,2.99,0.55,-40,35,31,1,
0.11,-0.04,1,0.79,2.62,-0.18,-41,35,34,1,
0.12,-0.05,1,-2.75,3.17,0.79,-39,34,34,1,
0.12,-0.04,1.01,-1.65,0.31,-0.67,-41,34,33,1,
0.12,-0.04,1.01,-2.2,2.44,0.18,-40,33,34,1,
0.12,-0.04,1.01,-1.65,2.87,0.18,-37,35,37,1,
0.13,-0.03,1,-0.73,1.77,0.06,-39,37,29,1,
0.13,-0.02,1,-2.01,0.18,-0.12,-39,34,33,1,
0.13,-0.03,1.01,-0.31,0.61,0.49,-39,33,34,1,
0.13,-0.03,1,0.31,1.16,-0.55,-37,34,36,1,
0.14,-0.03,1.01,2.14,-0.31,-0.06,-39,37,37,1,
0.14,-0.03,1.01,3.36,6.77,0.67,-40,34,34,1,
0.14,-0.04,1.01,-0.73,-0.12,0.24,-41,32,37,1,
0.15,-0.03,1,0.73,0.43,0,-37,33,35,1,
0.15,-0.04,1,2.26,2.38,-0.43,-40,34,34,1,
0.15,-0.04,1,-1.89,-0.24,0.24,-39,32,36,1,
0.15,-0.04,1,-0.85,1.46,0.37,-39,35,38,1,
0.15,-0.04,1.01,0.12,0.43,-1.22,-39,33,35,1,
0.15,-0.04,1.01,-0.55,1.1,-0.31,-38,32,36,1,
0.16,-0.04,1,-0.31,2.75,-0.43,-41,33,36,1,
0.16,-0.04,1,1.59,1-Jan,0,-39,32,33,1,
0.16,-0.04,1,1.71,-0.06,-0.61,-40,33,32,1,
0.17,-0.04,1,0.43,0.98,-0.67,-41,34,33,1,
0.17,-0.04,1,-0.92,0-Jan,-0.12,-37,33,35,1,
0.17,-0.04,1,0.24,1.4,-0.43,-39,31,34,1,
0.17,-0.04,1,0.67,0.18,0.06,-40,30,37,1,
0.17,-0.04,0.99,0.06,0.67,-0.18,-39,32,34,1,
0.17,-0.04,1,-0.24,-0.24,-0.31,-37,32,31,1,
0.17,-0.04,1,-0.37,-0.49,-0.18,-39,32,33,1,
0.17,-0.04,1,0.12,0.37,0.06,-38,32,36,1,
0.17,-0.04,1,-0.61,0.06,-0.24,-39,31,33,1,
0.18,-0.04,1,0.43,1.53,-0.18,-36,34,38,1,
0.18,-0.04,1,1.65,0.92,-0.73,-41,30,29,1,
0.17,-0.05,1,0.61,-1.22,0,-39,31,33,1,
0.17,-0.05,1,0.79,-6.41,-0.67,-39,33,40,1,
0.15,-0.05,1,-3.42,-7.87,-0.24,-40,35,35,1,
0.13,-0.04,1.01,2.69,-7.2,-0.12,-39,35,37,1,
0.12,-0.05,0.99,0.18,-6.35,0.61,-37,34,35,1,
0.1,-0.04,1.01,-1.04,-6.23,0.67,-39,35,35,1,
0.08,-0.04,1.01,-0.31,-8.42,0.79,-40,35,30,1,
0.06,-0.03,1.02,-6.96,-13,1.4,-39,38,40,1,
0.05,-0.03,1.01,-2.44,-6.71,0.92,-38,36,34,1,
0.03,-0.02,1.01,-3.6,-7.02,0.61,-39,38,34,1,
0.03,-0.02,1.01,-3.05,-1.71,0.06,-36,38,38,1,
0.02,-0.01,1.01,-0.55,-1.04,-0.31,-39,40,33,1,
0.02,-0.01,1.01,-0.24,-0.67,-0.31,-39,40,37,1,
0.02,-0.01,1.01,-0.18,-0.55,-0.31,-39,39,33,1,
0.01,-0.01,1.01,0.12,-0.24,-0.24,-39,38,32,1,
0.01,-0.02,1.01,0.12,0.06,-0.18,-39,39,29,1,
0.01,-0.01,1.01,-0.12,-0.61,0.55,-38,39,32,1,
0.01,-0.01,1.01,0.37,0.06,-0.43,-38,37,33,1,
0.01,-0.02,1.01,2.26,0.31,-1.53,-35,37,28,1,
0.01,-0.02,1.01,0.31,-0.06,-1.28,-39,39,31,1,
0.01,-0.02,1.01,0.61,-0.12,-0.79,-38,38,32,1,
0.01,-0.02,1.01,-0.61,-0.55,2.69,-38,38,34,1,
0.01,-0.01,1.01,-1.4,-0.67,-0.12,-41,38,33,1,
0.01,-0.01,1.02,-3.17,0.49,-0.06,-38,39,38,1,
0.01,0.01,1,-7.75,-1.71,-1.83,-40,41,30,1,
0,0.02,1.01,-2.81,0.12,-0.37,-37,37,34,1,
0,0.03,1.01,-5.19,-0.61,-0.24,-38,39,31,1,
0,0.03,1.01,-5,-0.85,-0.43,-36,41,36,1,
0,0.03,1.02,0.06,0.31,-0.06,-35,41,31,1,
0,0.03,1.01,0.73,0.49,-0.06,-37,40,29,1,
0,0.03,1,1.04,0.18,-0.06,-39,39,37,1,
0,0.03,1.02,0.92,0-Jan,-0.18,-36,40,31,1,
0,0.03,1.01,2.26,0.12,-0.24,-35,38,31,1,
0,0.02,1.01,0.12,0.55,0,-36,40,25,1,
0,0.02,1.01,0.61,0,-0.12,-36,41,32,1,
0,0.02,1.01,-0.12,0.12,-0.06,-37,38,28,1,
0,0.02,1.01,-0.61,0.24,0,-39,38,34,1,
0,0.02,1.02,-1.4,0.55,0.37,-39,38,33,1,
0,0.02,1.01,0.92,0.55,-0.24,-36,38,31,1,
0,0.02,1.01,-0.18,0.49,0.06,-39,41,32,1,
0,0.02,1.01,1.22,0.37,-0.06,-38,42,27,1,
0,0.02,1.01,1.22,0.06,-0.18,-38,38,33,1,
0,0.01,1.01,1.53,0.18,-0.31,-36,37,33,1,
0,0.01,1.01,0.55,0.12,-0.18,-36,38,31,1,
0,0.01,1.01,-1.04,-0.12,-0.18,-39,39,31,1,
0,0.01,1.01,1.53,0.31,-0.12,-37,36,31,1,
0,0.01,1.01,1.1,0.31,-0.06,-38,38,30,1,
0,0.01,1.01,0.55,0.12,-0.06,-35,39,35,1,
0,0,1.01,2.44,0.43,-0.12,-35,37,29,1,
0,0,1.01,1.53,0.24,0,-39,40,29,1,
0,-0.01,1.01,2.75,0.67,0,-37,39,33,1,
0,-0.01,1.01,1.22,0.61,-0.12,-35,37,35,1,
0,-0.01,1.01,-0.92,-0.06,-0.12,-37,38,36,1,
0,-0.01,1.01,1.46,0.24,0,-35,39,33,1,
0,-0.01,1.01,0.37,0.43,-0.06,-40,42,33,1,
0.01,-0.01,1.01,0.18,0.18,-0.12,-36,39,30,1,
0,-0.01,1.01,0.24,0.24,-0.12,-37,39,29,1,
0.01,-0.01,1.01,0.06,0.24,-0.12,-39,39,30,1,
0.01,-0.01,1.01,-0.12,-0.12,-0.06,-39,38,32,1,
0,-0.01,1.01,-0.06,0,-0.18,-39,40,29,1,
0,-0.01,1.01,0.06,0.24,-0.12,-38,39,30,1,
0.01,-0.01,1.01,0.18,0.18,-0.06,-38,39,29,1,
0.01,-0.01,1.01,0,0.06,0,-39,41,34,1,
0.01,-0.01,1.01,-0.31,-0.18,-0.06,-38,38,32,1,
0,-0.01,1.01,-0.18,0,-0.12,-39,39,28,1,
0.01,-0.01,1.01,-0.12,-0.12,-0.18,-38,38,33,1,
0,-0.01,1.01,0.37,0.67,0.43,-39,38,34,1,
0.01,-0.01,1.01,1.1,0.61,-0.12,-39,38,35,1,
0.01,-0.01,1.01,-0.37,-0.24,-0.18,-38,40,34,1,
0.01,-0.01,1.01,-0.12,0,-0.18,-38,40,29,1,
0,-0.01,1.01,0.37,0.43,0.24,-39,38,36,1,
0.01,-0.01,1.01,0.06,0.24,-0.12,-37,39,35,1,
0.01,-0.01,1.01,0.12,0.24,-0.06,-39,40,29,1,
0.01,-0.01,1.01,0.12,0.31,-0.12,-39,36,31,1,
